epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,539.065,2.34603,6.31594,2.07864,0.00654,0.00097,0.00022,0.00011,nan,nan,nan,0.000665333,0.000665333,0.000665333
2,1047.4,2.63989,6.60538,2.33655,0.1517,0.11509,0.0546,0.01885,nan,nan,nan,0.00127925,0.00127925,0.00127925
3,1535.33,2.4337,6.06268,2.17769,0.12781,0.15904,0.06482,0.02448,nan,nan,nan,0.00184037,0.00184037,0.00184037
4,2021.15,2.26198,5.39314,2.03089,0.2678,0.19119,0.14102,0.0604,2.36716,5.81002,2.24418,0.0017624,0.0017624,0.0017624
5,2523.94,2.12747,4.86691,1.88314,0.329,0.24263,0.19554,0.08606,2.25333,5.33193,2.19833,0.0016832,0.0016832,0.0016832
6,3036.13,1.98923,4.40585,1.77598,0.373,0.27706,0.23424,0.10573,2.21437,5.12703,2.11584,0.001604,0.001604,0.001604
7,3529.45,1.85957,3.84431,1.71526,0.42096,0.27915,0.25288,0.12188,2.09321,4.9102,2.02413,0.0015248,0.0015248,0.0015248
8,4026.6,1.78898,3.58766,1.63957,0.43743,0.32779,0.30793,0.1468,2.08532,4.6433,2.00081,0.0014456,0.0014456,0.0014456
9,4517.54,1.6747,3.20703,1.57417,0.46779,0.31243,0.31157,0.15575,2.04684,4.63936,2.01661,0.0013664,0.0013664,0.0013664
10,5012.77,1.58894,2.85146,1.5204,0.50336,0.33265,0.3362,0.16662,2.01831,4.57949,1.96064,0.0012872,0.0012872,0.0012872
11,5487.63,1.51823,2.64054,1.46672,0.50796,0.32233,0.32551,0.16578,2.03049,4.57412,1.97313,0.001208,0.001208,0.001208
12,5968.59,1.42215,2.37297,1.40633,0.52128,0.34663,0.35735,0.1822,1.99789,4.39353,1.97305,0.0011288,0.0011288,0.0011288
13,6447.53,1.34208,2.15988,1.35419,0.518,0.36322,0.36685,0.18606,1.99347,4.26417,1.97609,0.0010496,0.0010496,0.0010496
14,6960.1,1.25362,1.89953,1.2939,0.54486,0.34393,0.36522,0.18716,1.97613,4.45157,1.99173,0.0009704,0.0009704,0.0009704
15,7448.14,1.18494,1.75637,1.24932,0.55439,0.36091,0.37799,0.19464,2.00075,4.37447,2.01507,0.0008912,0.0008912,0.0008912
16,7890.24,1.09498,1.56143,1.20442,0.53567,0.39326,0.3872,0.19757,1.97164,4.21676,2.01185,0.000812,0.000812,0.000812
17,8336.47,1.0433,1.49559,1.18008,0.55909,0.34854,0.36137,0.18712,1.97178,4.4625,2.001,0.0007328,0.0007328,0.0007328
18,8777.73,1.00624,1.38892,1.15167,0.54795,0.36297,0.37071,0.19428,1.95347,4.4699,1.99179,0.0006536,0.0006536,0.0006536
19,9229.94,0.91036,1.216,1.09896,0.5607,0.37301,0.37361,0.19464,1.95718,4.52832,2.01856,0.0005744,0.0005744,0.0005744
20,9687.37,0.83829,1.11526,1.05744,0.55635,0.3819,0.39252,0.20756,1.94382,4.50074,2.01414,0.0004952,0.0004952,0.0004952
21,10138.4,0.81087,1.053,1.04607,0.55223,0.37559,0.38247,0.20282,1.93459,4.58146,2.01552,0.000416,0.000416,0.000416
22,10586.3,0.74296,0.96754,1.01573,0.56268,0.358,0.37245,0.19946,1.94667,4.63336,2.03572,0.0003368,0.0003368,0.0003368
23,11047.1,0.69398,0.90413,0.99734,0.59201,0.37062,0.38819,0.20787,1.92127,4.55358,2.03915,0.0002576,0.0002576,0.0002576
24,11505,0.63344,0.83463,0.96676,0.61643,0.36795,0.38909,0.20902,1.91978,4.5343,2.03816,0.0001784,0.0001784,0.0001784
25,11959.4,0.60472,0.79763,0.96232,0.60405,0.36904,0.39392,0.21212,1.91581,4.54145,2.03524,9.92e-05,9.92e-05,9.92e-05
