epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,563.477,1.53828,5.24942,0.75668,0.63383,0.54335,0.59918,0.38831,1.50115,4.06225,0.79506,0.00202603,0.00202603,0.0687594
2,1122.5,1.47981,3.84168,0.69672,0.62635,0.51621,0.57379,0.3449,1.5984,5.36638,0.77612,0.00385534,0.00385534,0.0372553
3,1646.1,1.54053,3.87085,0.71042,0.62821,0.4114,0.51993,0.30146,1.81099,5.4069,0.88027,0.00548367,0.00548367,0.00555033
4,2175.23,1.65496,4.16652,0.76185,0.6557,0.48844,0.5806,0.33062,1.73805,4.9863,0.85829,0.00518586,0.00518586,0.00518586
5,2680.91,1.62798,3.839,0.75363,0.64,0.49162,0.58622,0.35112,1.71699,4.5093,0.84949,0.00488439,0.00488439,0.00488439
6,3182.1,1.58067,3.4807,0.73113,0.67857,0.52183,0.6015,0.35324,1.70758,4.44225,0.83647,0.00458292,0.00458292,0.00458292
7,3700.21,1.48495,3.08284,0.70552,0.68121,0.53773,0.61952,0.37141,1.66902,4.12718,0.83024,0.00428145,0.00428145,0.00428145
8,4210.54,1.41636,2.82747,0.68553,0.68552,0.53724,0.62485,0.38893,1.64367,4.27456,0.81458,0.00397999,0.00397999,0.00397999
9,4713.59,1.36994,2.61404,0.67486,0.73066,0.54017,0.66332,0.41643,1.62948,4.00769,0.8207,0.00367852,0.00367852,0.00367852
10,5218.26,1.30649,2.41409,0.64549,0.71149,0.54812,0.65457,0.42294,1.59226,4.10469,0.80557,0.00337705,0.00337705,0.00337705
11,5754.44,1.27298,2.2573,0.63436,0.75508,0.53349,0.6676,0.43332,1.57875,4.12049,0.79329,0.00307558,0.00307558,0.00307558
12,6292.56,1.21501,2.09225,0.61125,0.73629,0.5661,0.67861,0.43572,1.5694,3.84944,0.78469,0.00277411,0.00277411,0.00277411
13,6826.3,1.15615,1.93247,0.60462,0.77125,0.5546,0.69168,0.46235,1.5364,3.8684,0.77656,0.00247265,0.00247265,0.00247265
14,7342.79,1.12262,1.82326,0.5917,0.78371,0.56143,0.6951,0.45042,1.5656,3.81739,0.78929,0.00217118,0.00217118,0.00217118
15,7857.76,1.0838,1.7061,0.57828,0.78576,0.57682,0.70755,0.47346,1.52205,3.7814,0.77971,0.00186971,0.00186971,0.00186971
16,8375.37,1.0034,1.55049,0.55625,0.78217,0.56956,0.70047,0.46823,1.5042,3.74967,0.77628,0.00156824,0.00156824,0.00156824
17,8900.77,0.97106,1.46865,0.54564,0.78407,0.56855,0.69724,0.46562,1.50084,3.79325,0.77089,0.00126677,0.00126677,0.00126677
18,9417.06,0.93335,1.38115,0.54433,0.79154,0.57503,0.70716,0.47902,1.48551,3.72493,0.76079,0.000965306,0.000965306,0.000965306
19,9913.73,0.8467,1.24131,0.52014,0.79599,0.57442,0.70461,0.4761,1.47687,3.75062,0.75907,0.000663838,0.000663838,0.000663838
20,10422,0.82018,1.18928,0.51578,0.79994,0.58457,0.71667,0.49122,1.45367,3.66808,0.74995,0.000362371,0.000362371,0.000362371
